Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
8161,1fe1,"DWS 8161",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8162,1fe2,"DWS 8162",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8163,1fe3,"DWS 8163",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8164,1fe4,"DWS 8164",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8165,1fe5,"DWS 8165",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8166,1fe6,"DWS Operatio",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8167,1fe7,"DWS Operatio",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8168,1fe8,"DWS Operatio",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8169,1fe9,"DWS Ops",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8170,1fea,"DWS OPS",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8171,1feb,"WC DWS",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8172,1fec,"DWS Operatio",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8173,1fed,"DWS Operatio",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8174,1fee,"DWS Operatio",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8175,1fef,"DWS Operatio",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8176,1ff0,"DWS SUP",D,"DWS Supervisors",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8177,1ff1,"DWS OPS",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8178,1ff2,"DWS Operatio",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8179,1ff3,"DWS OPS",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8180,1ff4,"DWS 8180",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8181,1ff5,"DETBLD2",D,"Building Security Secondary",Security,"Wayne County (82) Detroit City Services"
8182,1ff6,"DWS 8182",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8183,1ff7,"DWSEY",D,"East Yard",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8184,1ff8,"DWSCY",D,"Central Yard",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8185,1ff9,"DWS Operatio",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8186,1ffa,"Wayne DWS",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8187,1ffb,"DWS Operatio",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8188,1ffc,"DWS Operatio",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8189,1ffd,"DWS Operatio",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8190,1ffe,"Wayne DWS",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8192,2000,"DWS Operatio",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8193,2001,"DWS Operatio",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8194,2002,"DWS Operatio",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8200,2008,"RadioTechs",D,"Radio Techs - Testing",Public Works,"Wayne County (82) Detroit City Radio Technicians"
8203,200b,"DWS Operatio",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8204,200c,"DWS 8204",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8205,200d,"DWS 8205",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8206,200e,"DWS 8206",D,"DWS Operations",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8207,200f,"DWSCC",D,"Control Center",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8208,2010,"DWSSUP",D,"Supervisors",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8209,2011,"DPDCID34",D,"Detectives 34",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8211,2013,"DPDSCD2",D,"Street Crimes Division, Ch 2",Law Tac,"Wayne County (82) Detroit Police - Special Interdiction Units"
8212,2014,"DPDSCD1",D,"Street Crimes Division, Ch 1",Law Tac,"Wayne County (82) Detroit Police - Special Interdiction Units"
8213,2015,"DFDCMR",D,"Community Relations",Fire-Talk,"Wayne County (82) Detroit Fire"
8214,2016,"DPDVU",D,"Vice Unit",Law Tac,"Wayne County (82) Detroit Police - Special Interdiction Units"
8215,2017,"63BEA",D,"Beaumont Royal Oak",Hospital,"Oakland County (63) Hospitals"
8216,2018,"82BGP",D,"Beaumont-Grosse Pointe",Hospital,"Wayne County (82) Hospitals"
8217,2019,"63BOT",D,"Botsford",Hospital,"Oakland County (63) Hospitals"
8218,201a,"82DCHILD",D,"Detroit Children's Hospital ER",Hospital,"Wayne County (82) Hospitals"
8219,201b,"DFDEDSP1",D,"Dispatch",EMS Dispatch,"Wayne County (82) Detroit EMS"
8220,201c,"82DTR",D,"Detroit Receiving",Hospital,"Wayne County (82) Hospitals"
8221,201d,"82FOR",D,"Henry Ford",Hospital,"Wayne County (82) Hospitals"
8222,201e,"82GNW",D,"Grace Northwest",Hospital,"Wayne County (82) Hospitals"
8223,201f,"DFDEHEAR",D,"HEAR",Hospital,"Wayne County (82) Detroit EMS"
8224,2020,"DFDEHEMS",D,"HEMS",EMS-Talk,"Wayne County (82) Detroit EMS"
8225,2021,"DFDHOSP",D,"All Hospitals",Interop,"Wayne County (82) Detroit EMS"
8226,2022,"82JON",D,"St. Johns",Hospital,"Wayne County (82) Hospitals"
8227,2023,"DFDEMP1",D,"Emergency Management",Emergency Ops,"Wayne County (82) Detroit Fire"
8228,2024,"82MMC",D,"Macomb Medical Center",Hospital,"Wayne County (82) Detroit EMS"
8229,2025,"82OAK",D,"Oakwood",Hospital,"Wayne County (82) Hospitals"
8230,2026,"63PRO",D,"Providence",Hospital,"Oakland County (63) Hospitals"
8231,2027,"82RIV",D,"Riverview",Hospital,"Wayne County (82) Hospitals"
8232,2028,"DFDES1",D,"Scene 1",EMS-Tac,"Wayne County (82) Detroit EMS"
8233,2029,"DFDES2",D,"Scene 2",EMS-Tac,"Wayne County (82) Detroit EMS"
8234,202a,"DFDES3",D,"Scene 3",EMS-Tac,"Wayne County (82) Detroit EMS"
8235,202b,"DFDES4",D,"Scene 4",EMS-Tac,"Wayne County (82) Detroit EMS"
8236,202c,"DFDES5",D,"Scene 5",EMS-Tac,"Wayne County (82) Detroit EMS"
8237,202d,"DFDETRG",D,"Training Division",EMS-Talk,"Wayne County (82) Detroit EMS"
8239,202f,"DFDFDSP1",D,"Dispatch",Fire Dispatch,"Wayne County (82) Detroit Fire"
8241,2031,"DFDHAZ",D,"Hazmat Ops",Fire-Tac,"Wayne County (82) Detroit Fire"
8242,2032,"DFDFMD1",D,"Fire Marshall Div. 1",Fire-Talk,"Wayne County (82) Detroit Fire"
8243,2033,"DFDFMD2",D,"Fire Marshall Div. 2",Fire-Talk,"Wayne County (82) Detroit Fire"
8244,2034,"DFDFS1",D,"Battalion 1 Fire Scene",Fire-Tac,"Wayne County (82) Detroit Fire"
8245,2035,"DFDFS2",D,"Battalion 2 Fire Scene",Fire-Tac,"Wayne County (82) Detroit Fire"
8246,2036,"DFDFS3",D,"Battalion 3 Fire Scene",Fire-Tac,"Wayne County (82) Detroit Fire"
8247,2037,"DFDFS4",D,"Battalion 4 Fire Scene",Fire-Tac,"Wayne County (82) Detroit Fire"
8248,2038,"DFDFS5",D,"Battalion 5 Fire Scene",Fire-Tac,"Wayne County (82) Detroit Fire"
8249,2039,"DFDFS6",D,"Battalion 6 Fire Scene",Fire-Tac,"Wayne County (82) Detroit Fire"
8250,203a,"DFDFS7",D,"Battalion 7 Fire Scene",Fire-Tac,"Wayne County (82) Detroit Fire"
8251,203b,"DFDFS8",D,"Battalion 8 Fire Scene",Fire-Tac,"Wayne County (82) Detroit Fire"
8252,203c,"DFDFS9",D,"Battalion 9 Fire Scene: Highland Park",Fire-Tac,"Wayne County (82) Detroit Fire"
8253,203d,"DFDFSX",D,"Spare Fire Scene 10",Fire-Tac,"Wayne County (82) Detroit Fire"
8256,2040,"DFDFTRG",D,"Training Academy",Fire-Talk,"Wayne County (82) Detroit Fire"
8257,2041,"DPDACU1",D,"Animal Control 1",Public Works,"Wayne County (82) Detroit City Government"
8258,2042,"DPDACU2",D,"Animal Control 2",Public Works,"Wayne County (82) Detroit City Government"
8260,2044,"DPRP1",D,"Detroit Parks & Recreation Patrol "Station 800"",Security,"Wayne County (82) Detroit City Services"
8274,2052,"DPDEU1",D,"Parking Enforcement - "Falcon" units",Public Works,"Wayne County (82) Detroit City Government"
8275,2053,"DPDEU2",D,"Parking Enforcement - Meters Repair",Public Works,"Wayne County (82) Detroit City Government"
8276,2054,"DPDEU3",D,"Parking Enforcement - 3",Public Works,"Wayne County (82) Detroit City Government"
8277,2055,"DPDEU4",D,"Parking Enforcement - Meters Dispatch",Public Works,"Wayne County (82) Detroit City Government"
8278,2056,"DPDEU5",D,"Parking Enforcement - 5",Public Works,"Wayne County (82) Detroit City Government"
8279,2057,"DPDEU6",D,"Parking Enforcement - 6",Public Works,"Wayne County (82) Detroit City Government"
8280,2058,"DPDEU7",D,"Parking Enforcement - 7",Public Works,"Wayne County (82) Detroit City Government"
8281,2059,"DPDEU8",D,"Parking Enforcement - 8",Public Works,"Wayne County (82) Detroit City Government"
8282,205a,"DETEM1",D,"Eastern Market Maintenance",Public Works,"Wayne County (82) Detroit City Services"
8284,205c,"DETPLC1",D,"Dispatch",Utilities,"Wayne County (82) Detroit Public Lighting Department"
8285,205d,"DETPLC2",D,"Repair Work Crews 2",Utilities,"Wayne County (82) Detroit Public Lighting Department"
8286,205e,"DETPLC3",D,"Repair Work Crews 3",Utilities,"Wayne County (82) Detroit Public Lighting Department"
8287,205f,"DETPLC4",D,"Repair Work Crews 4",Utilities,"Wayne County (82) Detroit Public Lighting Department"
8288,2060,"DETPLC5",D,"Repair Work Crews 5",Utilities,"Wayne County (82) Detroit Public Lighting Department"
8289,2061,"DETPLC6",D,"Repair Work Crews 6",Utilities,"Wayne County (82) Detroit Public Lighting Department"
8290,2062,"DETPLC7",D,"Repair Work Crews 7",Utilities,"Wayne County (82) Detroit Public Lighting Department"
8291,2063,"DETPLCS",D,"Supervisors",Utilities,"Wayne County (82) Detroit Public Lighting Department"
8292,2064,"DETPLC8",D,"Repair Work Crews 8",Utilities,"Wayne County (82) Detroit Public Lighting Department"
8300,206c,"DETCOVID19F",D,"COVID-19 Testing Center (Old State Fairgrounds) Maintenance",Public Works,"Wayne County (82) Detroit City Services"
8302,206e,"DPWCOM",D,"Common",Public Works,"Wayne County (82) Detroit Dept. of Public Works"
8303,206f,"DPWW0",D,"West Operations",Public Works,"Wayne County (82) Detroit Dept. of Public Works"
8304,2070,"DPWEO",D,"East Operations",Public Works,"Wayne County (82) Detroit Dept. of Public Works"
8305,2071,"DPWSM",D,"Street Maintenance",Public Works,"Wayne County (82) Detroit Dept. of Public Works"
8307,2073,"DPWUTU",D,"Unit-to-Unit",Public Works,"Wayne County (82) Detroit Dept. of Public Works"
8308,2074,"DPWSUP",D,"Supervisors",Public Works,"Wayne County (82) Detroit Dept. of Public Works"
8309,2075,"DPWLY",D,"Livernois Yard",Public Works,"Wayne County (82) Detroit Dept. of Public Works"
8310,2076,"DPWLY",D,"Livernois Yard",Public Works,"Wayne County (82) Detroit Dept. of Public Works"
8311,2077,"DPWSIGN",D,"Sign Shop",Public Works,"Wayne County (82) Detroit Dept. of Public Works"
8315,207b,"DETPLC9",D,"Repair Work Crews 9",Utilities,"Wayne County (82) Detroit Public Lighting Department"
8316,207c,"DETPLC0",D,"Repair Work Crews 10",Utilities,"Wayne County (82) Detroit Public Lighting Department"
8317,207d,"DPWTE2",D,"Traffic Engineering - Channel 2",Public Works,"Wayne County (82) Detroit Dept. of Public Works"
8319,207f,"DPWLVM",D,"Livernois - Vehicle Management Division",Public Works,"Wayne County (82) Detroit Dept. of Public Works"
8334,208e,"VR-1",D,"Citywide",Interop,"Wayne County (82) Detroit Common/Interop"
8335,208f,"VR-2",D,"Citywide",Interop,"Wayne County (82) Detroit Common/Interop"
8336,2090,"VR-3",D,"Citywide",Interop,"Wayne County (82) Detroit Common/Interop"
8337,2091,"DPDSIU1",DE,"Special Interdiction Unit 1",Law Tac,"Wayne County (82) Detroit Police - Special Interdiction Units"
8338,2092,"DPDSIU2",DE,"Special Interdiction Unit 2",Law Tac,"Wayne County (82) Detroit Police - Special Interdiction Units"
8339,2093,"DPDSIU3",DE,"Special Interdiction Unit 3",Law Tac,"Wayne County (82) Detroit Police - Special Interdiction Units"
8340,2094,"DPDSIU4",DE,"Special Interdiction Unit 4",Law Tac,"Wayne County (82) Detroit Police - Special Interdiction Units"
8343,2097,"DETCOVID19A",D,"COVID-19 Testing Center (Old State Fairgrounds) Gate Control",Law Tac,"Wayne County (82) Detroit City Services"
8344,2098,"DETCOVID19B",D,"COVID-19 Testing Center (Old State Fairgrounds) Admin.",Law Tac,"Wayne County (82) Detroit City Services"
8349,209d,"DETHD",D,"Health Department",EMS-Talk,"Wayne County (82) Detroit City Services"
8350,209e,"WSUPD1",D,"Police Dispatch",Law Dispatch,"Wayne State University"
8351,209f,"WSUPD2",D,"Police Secondary",Law Talk,"Wayne State University"
8352,20a0,"WSUEV1",D,"Events 1",Law Talk,"Wayne State University"
8353,20a1,"WSUEV2",D,"Events 2",Law Talk,"Wayne State University"
8354,20a2,"WSUEV3",D,"Events 3",Law Talk,"Wayne State University"
8356,20a4,"WSUENG1",D,"Engineering",Public Works,"Wayne State University"
8357,20a5,"WSUPHYS",D,"Physical Plant",Public Works,"Wayne State University"
8358,20a6,"WSUTECH",D,"Video Technicians",Public Works,"Wayne State University"
8359,20a7,"WSUITT",D,"I.T. Technicians",Public Works,"Wayne State University"
8456,2108,"DPDCID35",D,"Detectives: "Base 3"",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8458,210a,"DPDMAN1",D,"Manoogian Mansion - Operations 1",Law Tac,"Wayne County (82) Detroit Police - Specialized Tactical Units"
8459,210b,"DPDMAN2",D,"Manoogian Mansion - Operations 2",Law Tac,"Wayne County (82) Detroit Police - Specialized Tactical Units"
8503,2137,"82HEMS3",D,"EMS to Hospital",Hospital,"Wayne County (82) Hospitals"
8504,2138,"82HEMS4",D,"EMS to Hospital",Hospital,"Wayne County (82) Hospitals"
8505,2139,"DPSPOL1",D,"Police Dispatch",Law Dispatch,"Wayne County (82) Detroit Public Schools"
8506,213a,"DPSPOL2",D,"Police Secondary",Law Talk,"Wayne County (82) Detroit Public Schools"
8507,213b,"DPSPOL3",D,"Police Car-to-Car",Law Talk,"Wayne County (82) Detroit Public Schools"
8508,213c,"HEMSXI",D,"EMS to Hospital",Hospital,"Wayne County (82) Hospitals"
8515,2143,"82SMART OPS1",D,"Smart Bus Ops 1",Transportation,"Suburban Mobility Authority for Regional Transportation (SMART)"
8516,2144,"82SMART OPS2",D,"Smart Bus Ops 2",Transportation,"Suburban Mobility Authority for Regional Transportation (SMART)"
8517,2145,"82CHILD",D,"Children's Hospital",Hospital,"Wayne County (82) Hospitals"
8518,2146,"DDOT1",D,"Detroit Department of Transportation Buses 1",Transportation,"Wayne County (82) Detroit Dept. of Transportation (DDOT)"
8519,2147,"DDOT2",D,"Detroit Department of Transportation Buses 2",Transportation,"Wayne County (82) Detroit Dept. of Transportation (DDOT)"
8520,2148,"DDOT3",D,"Detroit Department of Transportation Buses 3",Transportation,"Wayne County (82) Detroit Dept. of Transportation (DDOT)"
8521,2149,"DDOT4",D,"Detroit Department of Transportation Buses 4",Transportation,"Wayne County (82) Detroit Dept. of Transportation (DDOT)"
8522,214a,"DDOT5",D,"Detroit Department of Transportation Buses 5",Transportation,"Wayne County (82) Detroit Dept. of Transportation (DDOT)"
8523,214b,"DDOT6",D,"Detroit Department of Transportation Buses 6",Transportation,"Wayne County (82) Detroit Dept. of Transportation (DDOT)"
8524,214c,"DPDCID36",DE,"Detectives 36",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8525,214d,"DPDCID37",DE,"Detectives 37",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8526,214e,"DPDCID38",DE,"Detectives 38",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
9400,24b8,"NBI-CALL",DE,"Northern Border Interop Calling",Interop,"Northern Border Interop"
9401,24b9,"NBI-TAC1",DE,"Northern Border Interop TAC 1",Interop,"Northern Border Interop"
9402,24ba,"NBI-TAC2",DE,"Northern Border Interop TAC 2",Interop,"Northern Border Interop"
9403,24bb,"NBI-TAC3",D,"Northern Border Interop TAC 3",Interop,"Northern Border Interop"
9404,24bc,"NBI-TAC4",D,"Northern Border Interop TAC 4",Interop,"Northern Border Interop"
11000,2af8,"82VCTF1",DE,"Detroit: Violent Crime Task Force 1",Federal,"Federal Government - Law Enforcement"
11001,2af9,"82VCTF2",DE,"Detroit: Violent Crime Task Force 2",Federal,"Federal Government - Law Enforcement"
11002,2afa,"82VCTF3",DE,"Detroit: Violent Crime Task Force 3",Federal,"Federal Government - Law Enforcement"
11003,2afb,"82VCTF4",DE,"Detroit: Violent Crime Task Force 4",Federal,"Federal Government - Law Enforcement"
11004,2afc,"82VCTF5",DE,"Detroit: Violent Crime Task Force 5",Federal,"Federal Government - Law Enforcement"
11005,2afd,"82VCTF6",DE,"Detroit: Violent Crime Task Force 6",Federal,"Federal Government - Law Enforcement"
11047,2b27,"DEATAC2",DE,"DEA Statewide Tactical Ops 2",Federal,"Federal Government - Law Enforcement"
11050,2b2a,"ATFFNT3",D,"A.T.F. Flint Field Office 3",Federal,"Federal Government - Law Enforcement"
11053,2b2d,"DEAXTAC",DE,"DEA Statewide Tactical Ops 10",Federal,"Federal Government - Law Enforcement"
11067,2b3b,"DEAGRP12A",DE,"DEA Group 12 Ops A",Federal,"Federal Government - Law Enforcement"
11068,2b3c,"DEAGRP3A",DE,"DEA Group 3 Ops A",Federal,"Federal Government - Law Enforcement"
11069,2b3d,"DEAGRP14B",DE,"DEA Group 14 Ops B",Federal,"Federal Government - Law Enforcement"
11070,2b3e,"DEAGRP14A",DE,"DEA Group 14 Ops A",Federal,"Federal Government - Law Enforcement"
11071,2b3f,"DEAGRP6A",DE,"DEA Group 6 Ops A",Federal,"Federal Government - Law Enforcement"
11074,2b42,"DEAGRP18A",DE,"DEA Group 18 Ops A",Federal,"Federal Government - Law Enforcement"
11079,2b47,"DEAGRP15A",DE,"DEA Group 15 Ops A (Flint area)",Federal,"Federal Government - Law Enforcement"
11081,2b49,"DEAAIROPS",DE,"DEA Air-to-Ground Ops",Federal,"Federal Government - Law Enforcement"
11093,2b55,"DEASAGOPS",DE,"DEA Flint/Saginaw Ops",Federal,"Federal Government - Law Enforcement"
11098,2b5a,"30HCSD1",D,"Hillsdale Community School District Transportation",Schools,"Hillsdale County (30)"
11101,2b5d,"MDOT73",D,"Saginaw County",Public Works,"MDOT - Bay Region"
11103,2b5f,"DOC7302",D,"Saginaw Correctional Freeland 2",Corrections,"State Dept. of Corrections - Southern Region"
11115,2b6b,"37MMMC",D,"Mid-Michigan Medical Center: Mount Pleasant",Hospital,"Isabella County (37)"
11116,2b6c,"73PGSTST",D,"Weather Siren Tests Only",Emergency Ops,"Saginaw County (73) Common/Interop"
11139,2b83,"13HCSTRANS",D,"Harper Creek Public Schools: Transportation Division",Schools,"Calhoun County (13) Schools"
11149,2b8d,"CAMPBELL",D,"JH Campbell Generating Facility",Utilities,"Consumers Energy"
11151,2b8f,"GENSUBST",D,"Genesee Service Center Sub Stations",Utilities,"Consumers Energy"
11152,2b90,"EDCONTROL",D,"Electrical Distribution Control",Utilities,"Consumers Energy"
11154,2b92,"56PGAIR",D,"Air Truck Paging",Fire Dispatch,"Midland County (56) Fire"
11164,2b9c,"46ROAD1",D,"Road Commission Primary",Public Works,"Lenawee County (46) County Government"
11165,2b9d,"46ROAD2",D,"Road Commission Secondary",Public Works,"Lenawee County (46) County Government"
11169,2ba1,"38JCPD911",D,"Jackson City Police Dispatch",Law Dispatch,"Jackson County (38) Law Enforcement"
11170,2ba2,"38JACPTAC",DE,"Jackson City Police Tactical",Law Tac,"Jackson County (38) Law Enforcement"
11171,2ba3,"38FRCOURT",D,"Friend Of The Court",Law Talk,"Jackson County (38) Law Enforcement"
11172,2ba4,"38F911",D,"Fire Dispatch",Fire Dispatch,"Jackson County (38) Fire/Rescue"
11173,2ba5,"38COL RES",D,"Columbia Twp. Fire Rescue Paging",Fire Dispatch,"Jackson County (38) Fire/Rescue"
