6058,17AA,D,49FE8,Portage Twp Proprietary,Multi-Talk,Mackinac County 49 FireEMS,1
6059,17AB,D,49FIRE9,St Ignace FD Proprietary,Fire-Talk,Mackinac County 49 FireEMS,1
6060,17AC,D,49MSH,Mackinaw Straits Hospital,Hospital,Mackinac County 49 FireEMS,1
6061,17AD,D,49LAW,Central 911 Police Operations,Law Talk,Mackinac County 49 Law Enforcement,1
6062,17AE,D,49LEIN,Central 911 Police LEIN,Law Talk,Mackinac County 49 Law Enforcement,1
6063,17AF,D,49P149,Sheriff Proprietary,Law Talk,Mackinac County 49 Law Enforcement,1
6064,17B0,D,D86POST,Post 86 Wakefield,Law Talk,State Police District 8  Upper Peninsula Region,1
6065,17B1,D,49PD724,St Ignace Police Proprietary,Law Talk,Mackinac County 49 Law Enforcement,1
6066,17B2,D,49P911,Central 911 Police Dispatch,Law Dispatch,Mackinac County 49 Law Enforcement,1
6067,17B3,D,SUPDCCC,Delta County Construction Flag Crews,Public Works,State DOT MDOT  Superior Region,1
6068,17B4,D,49SPEV1,Countywide Special Events 1,Interop,Mackinac County 49 CommonInterop,1
6069,17B5,D,49SPEV2,Countywide Special Events 2,Interop,Mackinac County 49 CommonInterop,1
6070,17B6,D,49SPEV3,Countywide Special Events 3,Interop,Mackinac County 49 CommonInterop,1
6071,17B7,D,49FIRE4,Newton Twp FDMFR Proprietary,Multi-Talk,Mackinac County 49 FireEMS,1
6072,17B8,D,27P911,Central 911 Police  Dispatch,Law Dispatch,Gogebic County 27,1
6073,17B9,D,27TP911,Central 911 Tribal Police  Dispatch,Law Dispatch,Gogebic County 27,1
6074,17BA,D,D83POST,Post 83 St Ignace,Law Talk,State Police District 8  Upper Peninsula Region,1
6075,17BB,D,D87POST,Post 87 Calumet,Law Talk,State Police District 8  Upper Peninsula Region,1
6076,17BC,D,D82POST,Post 82 Sault Ste Marie,Law Talk,State Police District 8  Upper Peninsula Region,1
6078,17BE,D,07P911,Central 911 Police Dispatch,Law Dispatch,Baraga County 07,1
6079,17BF,D,D8POSTS,UP Region Districtwide,Law Talk,State Police District 8  Upper Peninsula Region,1
6081,17C1,D,27COM,Countywide Common Mutual Aid all agencies ,Interop,Gogebic County 27,1
6082,17C2,D,27ROAD2,Road Commission 2,Public Works,Gogebic County 27,1
6084,17C4,D,27GRTA,Gogebic Range Trail Authority,Public Works,Gogebic County 27,1
6087,17C7,D,77COM,Countywide Common Mutual Aid all agencies,Interop,Schoolcraft County 77,1
6088,17C8,D,77SPEV1,Special Events 1,Interop,Schoolcraft County 77,1
6089,17C9,D,77SPEV2,Special Events 2,Interop,Schoolcraft County 77,1
6091,17CB,D,609P911,Negaunee Police Dispatch,Law Dispatch,Marquette County 52 Law Enforcement,1
6095,17CF,D,C27TA,Gogebic Transit Authority,Transportation,Gogebic County 27,1
6097,17D1,D,52PD609,Negaunee Police Proprietary,Law Talk,Marquette County 52 Law Enforcement,1
6100,17D4,D,WHTPINE3,White Pine State Park,Law Talk,State Dept of Natural Resources  District 3,1
6104,17D8,D,FTWILKNS3,Fort Wilkins Park Rangers,Law Talk,State Dept of Natural Resources  District 1,1
6106,17DA,D,SPRUCOM,State Park Rangers UP Common,Law Talk,State Dept of Natural Resources  Statewide,1
6107,17DB,D,VANRIPE3,Van Riper State Park,Law Talk,State Dept of Natural Resources  District 1,1
6108,17DC,D,WELLS3,Wells State Park,Law Talk,State Dept of Natural Resources  District 1,1
6109,17DD,D,FAYETTE2,Fayette Historic State Park,Law Talk,State Dept of Natural Resources  District 2,1
6110,17DE,D,INDIAN LAKE2,Indian Lake State Park,Law Talk,State Dept of Natural Resources  District 2,1
6113,17E1,D,17P117,Sheriff Dept  Proprietary,Law Talk,Chippewa County 17,1
6114,17E2,D,17PD734,Sault Ste Marie Police Proprietary channel,Law Talk,Chippewa County 17,1
6115,17E3,D,17BMPD,Bay Mills Tribal Police Proprietary channel,Law Talk,Chippewa County 17,1
6116,17E4,D,17PLEIN,Central 911 Police LEIN,Law Talk,Chippewa County 17,1
6119,17E7,D,DNRFMCUP,Upper Peninsula  Central,Fire-Tac,State Dept of Natural Resources  Fire Mgmt,1
6120,17E8,D,FMUPTAC2,Upper Peninsula  Tac 2,Fire-Tac,State Dept of Natural Resources  Fire Mgmt,1
6124,17EC,D,CHREG8,Region 8 Network,Hospital,State Dept of Community Health,1
6125,17ED,D,70SPEV1,Special Events 1 Patched to 158820 MHz,Emergency Ops,Ottawa County 70 CommonInterop,1
6126,17EE,D,70SPEV2,Special Event 2,Interop,Ottawa County 70 CommonInterop,1
6127,17EF,D,70HEALTH,County Health Dept,EMS-Talk,Ottawa County 70 EMSHospital,1
6138,17FA,D,77P911,Station 80 911 Police Countywide Dispatch,Law Dispatch,Schoolcraft County 77,1
6139,17FB,D,48FE911,Central 911 FireEMS  Dispatch,Fire Dispatch,Luce County 48,1
6144,1800,D,48EMS,EMS Secondary,EMS-Talk,Luce County 48,1
6147,1803,D,49MI911,Mackinac Island CommonTACMack Isle,Multi-Dispatch,Mackinac County 49 FireEMS,1
6148,1804,D,49FE1,Mackinac Island Proprietary,Multi-Talk,Mackinac County 49 FireEMS,1
6149,1805,D,27MED1,Grandview Hospital,Hospital,Gogebic County 27,1
6150,1806,D,27EMS,Ironwood PD  Beacon Ambulance Service,Multi-Dispatch,Gogebic County 27,1
6151,1807,D,27F911,Central 911 Fire  Dispatch,Fire Dispatch,Gogebic County 27,1
6152,1808,D,17FE911,Central 911 FireEMS Dispatch,Fire Dispatch,Chippewa County 17,1
6153,1809,D,17WAR,War Memorial Hospital HEARN,Hospital,Chippewa County 17,1
6154,180A,D,17EMD,Emergency Management,Emergency Ops,Chippewa County 17,1
6155,180B,D,17EMS,Countywide EMS,EMS-Tac,Chippewa County 17,1
6159,180F,D,21STFRN,St Francis Hospital,Hospital,Delta County 21,1
6160,1810,D,22DCMH,County Memorial Hospital,Hospital,Dickinson County 22 EMS,1
6161,1811,D,22VA,Veterans Hospital,Hospital,Dickinson County 22 EMS,1
6164,1814,D,77SCMH,Schoolcraft Memorial Hospital EMStoHospital,Hospital,Schoolcraft County 77,1
6165,1815,D,SUPESCA,Delta County,Public Works,State DOT MDOT  Superior Region,1
6166,1816,D,SUPNEWB,Newberry  Luce County,Public Works,State DOT MDOT  Superior Region,1
6167,1817,D,SUPMARQ,Marquette County,Public Works,State DOT MDOT  Superior Region,1
6168,1818,D,SUPWEST,Baraga  Ontonagon Counties,Public Works,State DOT MDOT  Superior Region,1
6169,1819,D,SUPCEN,Upper Peninsula,Public Works,State DOT MDOT  Superior Region,1
6170,181A,D,NOREMMT,Emmet County,Public Works,State DOT MDOT  North Region,1
6172,181C,D,UNVMNTL,Ingham County,Public Works,State DOT MDOT  University Region,1
6173,181D,D,NORLEEC,Leelanau County,Public Works,State DOT MDOT  North Region,1
6174,181E,D,GRAKENT,Grand RapidsKent County,Public Works,State DOT MDOT  Grand Region,1
6175,181F,D,BAYFLNT,Genesee County,Public Works,State DOT MDOT  Bay Region,1
6176,1820,D,SOUMAIN,Southwest Operations,Public Works,State DOT MDOT  Southwest Region,1
6178,1822,D,METOC,Oakland County,Public Works,State DOT MDOT  Metro Region,1
6179,1823,D,BAYLAPG,Lapeer County,Public Works,State DOT MDOT  Bay Region,1
6181,1825,D,SOUBCMC,Berrien County,Public Works,State DOT MDOT  Southwest Region,1
6182,1826,D,SUPLUCE,Luce County,Public Works,State DOT MDOT  Superior Region,1
6183,1827,D,07MED2,EMStoBaraga Memorial Hospital,Hospital,Baraga County 07,1
6186,182A,D,07F911,Central 911 Fire Dispatch,Fire Dispatch,Baraga County 07,1
6188,182C,D,RG8MC1,Region 8 Medical Control Authority 1,Hospital,Regional Medical Control Authority Talkgroups,1
6190,182E,D,31KMMC,KMMC,Hospital,Houghton County 31,1
6195,1833,D,36FE911,Central 911 FireEMS Coordination,Fire Dispatch,Iron County 36,1
6198,1836,D,52MED,EMStoBell Memorial Hospital,Hospital,Marquette County 52 EMS  Hospital,1
6200,1838,D,52FD209,Palmer Fire Dept  Fireground,Fire-Tac,Marquette County 52 Fire,1
6202,183A,D,66FE911,Central 911 FireEMS  Dispatch ,Fire Dispatch,Ontonagon County 66,1
6207,183F,D,49EMS,EMS CommonTAC EMSTalk,Interop,Mackinac County 49 CommonInterop,1
6208,1840,D,49MIMC,Mackinac Island Medical Center,Hospital,Mackinac County 49 FireEMS,1
6217,1849,D,70EMER,Sheriff Emergency Management Division,Emergency Ops,Ottawa County 70 Law Enforcement,1
6222,184E,D,31CMX,Houghton Memorial Airport,Public Works,Houghton County 31,1
6245,1865,D,31FD,Adams Twp First Responders  Proprietary,Fire-Talk,Houghton County 31,1
6247,1867,D,31MERCY,Mercy Ambulance  Dispatch,EMS Dispatch,Houghton County 31,1
6250,186A,D,31MITEC,Michigan Tech University Public Safety,Law Dispatch,State Colleges and Universities,1
6251,186B,D,31NFIRE,Northern Houghton County Fire Ground,Fire-Tac,Houghton County 31,1
6252,186C,D,31SFIRE,Southern Houghton County Fire Ground,Fire-Tac,Houghton County 31,1
6253,186D,D,USCGPRT,US Coast Guard Station Portage Ops,Military,US Department of Defense,1
6254,186E,D,22BEAC,Beacon Ambulance,EMS-Talk,Dickinson County 22 EMS,1
6257,1871,D,22CIRT,Sheriff  Critical Incident Response Team,Law Tac,Dickinson County 22 Law Enforcement,1
6258,1872,D,22DET,Sheriff  Detectives,Law Tac,Dickinson County 22 Law Enforcement,1
6259,1873,D,22F01,Fire Proprietary 1,Fire-Talk,Dickinson County 22 Fire,1
6260,1874,D,22F02,Fire Proprietary 2,Fire-Talk,Dickinson County 22 Fire,1
6261,1875,D,22F04,Fire Proprietary 4,Fire-Talk,Dickinson County 22 Fire,1
6263,1877,D,22F07,Fire Proprietary 7,Fire-Talk,Dickinson County 22 Fire,1
6264,1878,D,22F08,Fire Proprietary 8,Fire-Talk,Dickinson County 22 Fire,1
6265,1879,D,22F10,Fire Proprietary 10,Fire-Talk,Dickinson County 22 Fire,1
6266,187A,D,22F03,Fire Proprietary 3,Fire-Talk,Dickinson County 22 Fire,1
6267,187B,D,22F05, Fire Proprietary 5,Fire-Talk,Dickinson County 22 Fire,1
6268,187C,D,22MUT,Mutual Operations,Interop,Dickinson County 22 CommonInterop,1
6269,187D,D,22F06,Fire Proprietary 6,Fire-Talk,Dickinson County 22 Fire,1
6270,187E,D,22NORD,Nordic Ambulance,EMS-Talk,Dickinson County 22 EMS,1
6271,187F,D,22NORTH,NorthAlert EMS,EMS-Talk,Dickinson County 22 EMS,1
6272,1880,D,22PD492,Iron Mountain  Police,Law Dispatch,Dickinson County 22 Law Enforcement,1
6274,1882,D,22PD507,Kingsford Public Safety,Multi-Tac,Dickinson County 22 Law Enforcement,1
6279,1887,D,22STAR,Star Ambulance,EMS-Talk,Dickinson County 22 EMS,1
6281,1889,D,22F09,Fire Proprietary 9,Fire-Talk,Dickinson County 22 Fire,1
6283,188B,D,22F911,Central 911 Fire  Dispatch,Fire Dispatch,Dickinson County 22 Fire,1
6289,1891,D,17FSSM,Sault Ste Marie City Fire Proprietary,Fire-Talk,Chippewa County 17,1
6293,1895,D,52FD217,Marquette Twp  Fireground,Fire-Tac,Marquette County 52 Fire,1
6294,1896,D,42KCRC,Road Commission,Public Works,Keweenaw County 42,1
6295,1897,D,31HCRC,Houghton County Road Commission,Public Works,Houghton County 31,1
6296,1898,D,42EMS,EMS Dispatch,EMS Dispatch,Keweenaw County 42,1
6302,189E,D,31NFMR,Northern Houghton County Fire,Fire-Tac,Houghton County 31,1
6303,189F,D,31SFMR,Southern Houghton County Fire,Fire-Tac,Houghton County 31,1
6305,18A1,D,IMVAPOL1,VA Hospital Police Iron Mountain 1,Law Dispatch,Federal Government  Law Enforcement,1
6306,18A2,D,IMVAPOL2,VA Hospital Police Iron Mountain 2,Law Dispatch,Federal Government  Law Enforcement,1
6312,18A8,D,42EMD1,Emergency Management 1,Emergency Ops,Keweenaw County 42,1
6318,18AE,D,27ROAD1,Road Commission 1,Public Works,Gogebic County 27,1
6319,18AF,D,55COM66,Countywide Common Mutual Aid all agencies,Interop,Menominee County 55,1
6320,18B0,D,55DRUG,Countywide Narcotics Enforcement Common ,Law Tac,Menominee County 55,1
6325,18B5,D,77SCPT1,County Public Transportation Primary,Transportation,Schoolcraft County 77,1
6326,18B6,D,55P575,Menominee Police  Proprietary,Law Talk,Menominee County 55,1
6328,18B8,D,02ACT1,Alger County Transit 1,Transportation,Alger County 02,1
6329,18B9,D,D81POST,Post 81 Negaunee,Law Talk,State Police District 8  Upper Peninsula Region,1
6333,18BD,D,21ROAD1,Road Commission 1,Public Works,Delta County 21,1
6348,18CC,D,17LOCKMASTR,Soo Locks Lockmaster Linked to VHF Marine Channel 14 WUE21,Military,US Army Corps of Engineers,1
6349,18CD,D,21DATA,Delta Area Transit Authority,Transportation,Delta County 21,1
6351,18CF,DE,BPUP1,US Border Patrol Upper Peninsula 1,Federal,Federal Government  Law Enforcement,1
6356,18D4,D,02ROAD1,Road Commission Primary,Public Works,Alger County 02,1
6357,18D5,D,21ROAD2,Road Commission Flaggers,Public Works,Delta County 21,1
6360,18D8,D,36ROAD1,Road Commission Dispatch 1,Public Works,Iron County 36,1
6361,18D9,D,36ROAD2,Road Commission Ops 2,Public Works,Iron County 36,1
6362,18DA,D,36ROAD3,Road Commission Ops 3,Public Works,Iron County 36,1
6363,18DB,D,22GOV,County Goverment,Public Works,Dickinson County 22 Government,1
6364,18DC,D,17ROAD1,Road Commission Primary,Public Works,Chippewa County 17,1
6365,18DD,D,17ROAD2,Road Commission Secondary,Public Works,Chippewa County 17,1
6370,18E2,D,49BBI,Bois Blanc Island Proprietary,Multi-Talk,Mackinac County 49 FireEMS,1
6372,18E4,D,17PS1,Sault Ste Marie Schools Transportation,Transportation,Chippewa County 17,1
6384,18F0,D,49PGBTFD,Brevort Township Fire Paging,Fire Dispatch,Mackinac County 49 FireEMS,1
6385,18F1,D,49PGGTEMS,Garfield Township EMS Paging,EMS Dispatch,Mackinac County 49 FireEMS,1
6386,18F2,D,49PGGTFD,Garfield Township Fire Paging,Fire Dispatch,Mackinac County 49 FireEMS,1
6387,18F3,D,49PGHENFR,Hendricks Township FDMFR Paging,Multi-Dispatch,Mackinac County 49 FireEMS,1
6388,18F4,D,49PGHUDFR,Hudson Township FDMFR Paging,Multi-Dispatch,Mackinac County 49 FireEMS,1
6389,18F5,D,49PGNTFR,Newton Township FDMFR Paging,Multi-Dispatch,Mackinac County 49 FireEMS,1
6390,18F6,D,49PGPTEMS,Portage Township EMS Paging,EMS Dispatch,Mackinac County 49 FireEMS,1
6391,18F7,D,49PGPTFD,Portage Township Fire Paging,Fire Dispatch,Mackinac County 49 FireEMS,1
6392,18F8,D,49PGSIO,St Ignace FD Officers,Fire Dispatch,Mackinac County 49 FireEMS,1
6394,18FA,D,49PGMCSA,Sheriff Admin Page,Emergency Ops,Mackinac County 49 CommonInterop,1
6395,18FB,D,22ROAD1,Road Commission Primary Dispatch,Public Works,Dickinson County 22 Government,1
6396,18FC,D,22ROAD2,Road Commission Ops 2,Public Works,Dickinson County 22 Government,1
6397,18FD,D,22ROAD3,Road Commission Ops 3,Public Works,Dickinson County 22 Government,1
6398,18FE,D,22ROAD4,Road Commission Ops 4,Public Works,Dickinson County 22 Government,1
6402,1902,D,77MASTRANS,Manistique Area Schools Transportation Buses,Schools,Schoolcraft County 77,1
6999,1B57,DE,MOTECH6,Motorola Engineering Technicians 6,Public Works,MPSCS Technicians,1
7000,1B58,D,52TRAN1,MarqTran Shuttle Buses,Transportation,Marquette County 52 County Government,1
7008,1B60,D,SWCID8,District  8 Statewide CID  ,Law Tac,State Police  Upper Peninsula Region CID,1
7009,1B61,DE,NETN8,Narcotics Enforcement 8,Law Tac,State Police  Statewide,1
7010,1B62,DE,NETN9,Narcotics Enforcement 9,Law Tac,State Police  Statewide,1
7011,1B63,D,BARAGAFG,Baraga County Fireground,Fire-Tac,State Dept of Natural Resources  Fire Mgmt,1
7012,1B64,D,CRYSTL3,Crystal Falls Office,Law Talk,State Dept of Natural Resources  District 1,1
7013,1B65,D,LSMARINE,Marine  Lake Superior,Law Talk,State Dept of Natural Resources  Statewide,1
7014,1B66,D,07DRUG,Countywide Narcotics Enforcement Common,Law Tac,Baraga County 07,1
7015,1B67,DE,21DRUG,Countywide Narcotics Enforcement Common ,Law Tac,Delta County 21,1
7016,1B68,D,22DRUG,Countywide Narcotics Enforcement Common,Law Tac,Dickinson County 22 Law Enforcement,1
7017,1B69,D,27DRUG,Countywide Narcotics Enforcement Common,Law Tac,Gogebic County 27,1
7018,1B6A,D,31DRUG,Countywide Narcotics Enforcement Common,Law Tac,Houghton County 31,1
7019,1B6B,D,36DRUG,Countywide Narcotics Enforcement Common,Law Tac,Iron County 36,1
7021,1B6D,D,52DRUG,Countywide Narcotics Enforcement Common,Law Tac,Marquette County 52 Law Enforcement,1
7022,1B6E,D,55DRUG2,Countywide Narcotics Enforcement Common 2,Law Tac,Menominee County 55,1
7023,1B6F,D,66DRUG,Countywide Narcotics Enforcement Common,Law Tac,Ontonagon County 66,1
7029,1B75,D,DOC,Inmate Labor Workcrews Upper Peninsula,Corrections,State Dept of Corrections  Northern Region,1
7031,1B77,D,DOC3601,Iron County 1 Camp Ottawa,Corrections,State Dept of Corrections  Northern Region,1
7032,1B78,D,DOC3602,Iron County 2 Camp Ottawa,Corrections,State Dept of Corrections  Northern Region,1
7033,1B79,D,DOC3603,Iron County 3 Camp Ottawa,Corrections,State Dept of Corrections  Northern Region,1
7034,1B7A,D,FMDUP,Upper Peninsula,Fire-Tac,State Dept of Natural Resources  Fire Mgmt,1
7035,1B7B,DE,538P911,Police Dispatch,Law Dispatch,Wayne County 82 Livonia Public Safety,1
7039,1B7F,D,31P911,Central 911 Police  Dispatch,Law Dispatch,Houghton County 31,1
7040,1B80,D,42P911,Central 911 Police Dispatch ,Law Talk,Keweenaw County 42,1
7041,1B81,D,ATFUP1,ATF Detroit Region Upper Peninsula,Federal,Federal Government  Law Enforcement,1
7042,1B82,D,31COM,Countywide Common Mutual Aid all agencies,Interop,Houghton County 31,1
7050,1B8A,D,52P911,Central 911 Police Dispatch,Law Dispatch,Marquette County 52 Law Enforcement,1
7051,1B8B,D,52LEIN,Central 911 Police LEIN,Law Talk,Marquette County 52 Law Enforcement,1
7053,1B8D,D,52PEAC,Countywide  Emergency All Call,Emergency Ops,Marquette County 52 CommonInterop,1
7054,1B8E,D,52EMER,Countywide  Emergency Common,Emergency Ops,Marquette County 52 CommonInterop,1
7057,1B91,D,22P911,Central 911 Police  Dispatch,Law Dispatch,Dickinson County 22 Law Enforcement,1
7058,1B92,D,22P122,Sheriff  Proprietary,Law Talk,Dickinson County 22 Law Enforcement,1
7059,1B93,D,22A122,Sheriff  Administrative,Law Talk,Dickinson County 22 Law Enforcement,1
7060,1B94,DE,22KIND,Narcotics Enforcement Team,Multi-Tac,Dickinson County 22 Law Enforcement,1
7061,1B95,D,22COM,Countywide Common Mutual Aid all agencies,Interop,Dickinson County 22 CommonInterop,1
7062,1B96,D,22SPEV1,Special Events 1,Interop,Dickinson County 22 CommonInterop,1
7063,1B97,D,22EMER,Emergency Scene,Interop,Dickinson County 22 CommonInterop,1
7065,1B99,D,52PD841,Forsyth Twp Police Proprietary,Law Talk,Marquette County 52 Law Enforcement,1
7066,1B9A,D,52SPEV2,Marquette City Tac 2Countywide Events 2,Interop,Marquette County 52 Marquette City,1
7068,1B9C,D,52F911,Central 911 Fire  Dispatch,Fire Dispatch,Marquette County 52 Fire,1
7070,1B9E,D,52ADMIN,Central 911 Dispatch Admin,Law Talk,Marquette County 52 Law Enforcement,1
7071,1B9F,D,52JAIL,Sheriffs Dept County Jail,Corrections,Marquette County 52 Law Enforcement,1
7072,1BA0,D,52PD152,Sheriff Dept Admin,Law Talk,Marquette County 52 Law Enforcement,1
7073,1BA1,D,52ECOM,Countywide  EMS Common,Interop,Marquette County 52 CommonInterop,1
7074,1BA2,D,52EMS,Central 911 EMS  Dispatch,EMS Dispatch,Marquette County 52 EMS  Hospital,1
7075,1BA3,D,52C152,Sheriff Dept Admin Intercounty,Law Talk,Marquette County 52 Law Enforcement,1
7076,1BA4,D,52PD559,Marquette City Police  Admin,Law Talk,Marquette County 52 Marquette City,1
7079,1BA7,D,52CINTER,Countywide Interdepartmental,Interop,Marquette County 52 CommonInterop,1
7080,1BA8,D,36P911,Central 911 Police  Dispatch,Law Dispatch,Iron County 36,1
7081,1BA9,D,36F911,Central 911 Fire  Dispatch,Fire Dispatch,Iron County 36,1
7082,1BAA,D,36E911,Central 911 EMS  Dispatch,EMS Dispatch,Iron County 36,1
7083,1BAB,D,36COM,Countywide Common Mutual Aid all agencies ,Interop,Iron County 36,1
7084,1BAC,D,36LEIN,Central 911 Police  LEIN ,Law Talk,Iron County 36,1
7085,1BAD,D,36SPEV1,Special Events 1,Multi-Tac,Iron County 36,1
7087,1BAF,D,NMUDPS1,Northern Michigan University DPS Dispatch,Law Dispatch,State Colleges and Universities,1
7090,1BB2,D,USFSMNF,US Forest Service Manistee National Forest,Federal,Federal Government,1
7092,1BB4,D,538COM,Citywide Common,Multi-Tac,Wayne County 82 Livonia CommonInterop,1
7095,1BB7,D,66P911,Central 911 Police  Dispatch,Law Dispatch,Ontonagon County 66,1
7100,1BBC,D,07MED1,AmbulancetoHospital,Hospital,Baraga County 07,1
7103,1BBF,D,42COM,Countywide Common Mutual Aid all agencies,Interop,Keweenaw County 42,1
7107,1BC3,D,DNRE,DNRE,Deprecated,State Dept of Natural Resources  Statewide,1
7112,1BC8,D,52MED2,EMStoUP Health System Bell,Hospital,Marquette County 52 EMS  Hospital,1
7113,1BC9,D,52MED1,EMStoUP Health System,Hospital,Marquette County 52 EMS  Hospital,1
7114,1BCA,D,36P295,Caspian Police  Proprietary,Law Talk,Iron County 36,1
7116,1BCC,D,D85POST,Post 85 Iron Mountain,Law Talk,State Police District 8  Upper Peninsula Region,1
7117,1BCD,D,52F07,Ishpeming Twp Fire Rescue  Fireground,Fire-Tac,Marquette County 52 Fire,1
7118,1BCE,D,52F10,Powell Township  FireEMS Common,Multi-Talk,Marquette County 52 Fire,1
7146,1BEA,D,66OCPT,Ontonagon County Public Transportation,Transportation,Ontonagon County 66,1
7150,1BEE,D,FWSUP2,US Fish and Wildlife Service Upper Peninsula 2,Federal,Federal Government,1
7151,1BEF,D,FWSUP3,US Fish and Wildlife Service Upper Peninsula 3,Federal,Federal Government,1
7155,1BF3,D,SNOW GROM,Snow Trail Groomers  Keweenaw Peninsula,Public Works,State Dept of Natural Resources  District 1,1
7163,1BFB,D,31CCISD,County Intermediate School District Common,Schools,Houghton County 31,1
7180,1C0C,D,494DPW1,Ironwood DPW 1,Public Works,Gogebic County 27,1
7190,1C16,D,FWSUP1,US Fish and Wildlife Service Upper Peninsula 1,Federal,Federal Government,1
